Dam Name,NID ID,Owner Names,Primary Owner Type,Primary Purpose,Purposes,Latitude,Longitude,State,County,City,River or Stream Name,Congressional District,Federal Agency Owners,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Primary Dam Type,NID Height (Ft),Dam Length (Ft),Year Completed,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Drainage Area (Sq Miles),Number of Locks,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Data Last Updated,Website URL
Nelson Elam #1 Dam,TN18703,Carl Haley,Private,,,35.93,-86.985556,Tennessee,Williamson,Bethlehem,Trib-West Harpeth River,"Tennessee, Congressional District 07",,,,,Earth,28,492,1966,129,129,0.53,,09/05/2019,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Loch Leonard Dam,MO20309,MO PUBLIC SERVICE COMPNY,Private,Other,Other,38.79166504,-94.27503086,Missouri,Cass,Pleasant Hill,Tributary of Big Creek,"Missouri, Congressional District 04",,,,,Earth,19,,1909,285,285,108,0,06/21/1979,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Kolb Lake Dam,MO11149,DAVE KOLB,Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Recreation",38.70525889,-90.64562616,Missouri,St. Charles,St Charles,Tr Missouri River,"Missouri, Congressional District 03",,,,,Earth,29,,1970,78,78,70,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Greenfield Reservoir Dam,IA02267,Greenfield Municipal Utilities,Local Government,Water Supply,Water Supply,41.2991,-94.4821,Iowa,Adair,Greenfield,Tr- Middle Nodaway R.,"Iowa, Congressional District 03",,,,,Earth,42,990,1979,1150,1150,1.5,0,09/04/2023,2,High,Satisfactory,09/04/2023,Yes,08/15/2022,03/06/2025,https://damsafety.org/iowa
Pioneer #2 Dam,TN04502,"Pioneer West Lake #2 Association, Inc.",Private,,,36.054722,-89.408333,Tennessee,Dyer,,Forked Deer River,"Tennessee, Congressional District 08",,,,,Earth,28,695,1945,94,94,0.04,,11/06/2025,1,High,Satisfactory,11/06/2025,Yes,09/04/2024,01/28/2026,https://damsafety.org/tennessee
Kohl Irrigation Lake-South,MO11208,FRED KOHL,Private,Irrigation,Irrigation;Recreation,39.27870168,-91.48166471,Missouri,Audrain,Vandalia,Tr-Shady Creek,"Missouri, Congressional District 06",,,,,Earth,14,,1975,135,135,355,0,07/09/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Lake Dockery Dam,MS01790,CITY OF BYRAM,Local Government,Recreation,Recreation,32.19728888,-90.26463918,Mississippi,Hinds, Byram,Unt of Trahon Creek,"Mississippi, Congressional District 02",,,,,Earth,21,1000,1952,633,633,0.4,,03/21/2023,5,High,Satisfactory,02/01/2022,Yes,11/05/2014,05/31/2023,https://damsafety.org/mississippi
William E. Towell Dam,MO30090,MO DEPT OF CONSERVATION,State,Recreation,Recreation,37.99479095,-91.69019349,Missouri,Phelps,Dillon,Tributary of Boubeuse River,"Missouri, Congressional District 08",,,,,Earth,48,1450,1965,2490,2490,2.41,,10/19/2021,2,High,Satisfactory,12/21/2007,Yes,09/03/2013,05/03/2023,https://damsafety.org/missouri
Kenny Lake Dam,MO30375,R C KENNY,Private,Recreation,Recreation,38.75088225,-91.5453033,Missouri,Montgomery,Mc Kittrick,Tr-Warde Br-Loutre River,"Missouri, Congressional District 03",,,,,Earth,21,,1965,157,157,160,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Holiday Creek WS Str 4 Dam,MS00529,MR. MOORE,Local Government,Flood Risk Reduction,Flood Risk Reduction,31.38712999,-89.81046677,Mississippi,Marion,,,"Mississippi, Congressional District 03",,,Natural Resources Conservation Service,,Earth,34,,1971,2089,2089,4.19,,01/19/2023,5,High,Poor,03/22/2022,Yes,07/22/2013,05/31/2023,https://damsafety.org/mississippi
Fawell Dam,IL01236,DUPAGE COUNTY,Local Government,Flood Risk Reduction,Flood Risk Reduction,41.78492,-88.17845,Illinois,DuPage,Naperville,West Branch Dupage River,"Illinois, Congressional District 11",,,,,Earth,26,1110,1972,3172,3172,105,0,11/14/2025,1,High,Not Available,,Yes,06/01/1999,01/12/2026,https://damsafety.org/illinois
Knights Creek 5,WI00357,Dunn County,Local Government,Debris Control,Debris Control;Flood Risk Reduction,44.81803,-92.09832,Wisconsin,Dunn,Weston,Unnamed Trib to Knights Creek,"Wisconsin, Congressional District 03",,,Natural Resources Conservation Service,,Earth,34,570,1970,50,50,0.6,,04/28/2021,2,High,Satisfactory,08/23/2019,Yes,01/01/2011,09/16/2022,https://damsafety.org/wisconsin
Raewood Lake Dam,MO30848,RAEWOOD CORPORATION,Private,Flood Risk Reduction,"Flood Risk Reduction;Fire Protection, Stock, Or Small Fish Pond;Recreation;Debris Control",38.64877805,-90.58846055,Missouri,St. Louis,Chesterfield,Tr To Caulks Creek,"Missouri, Congressional District 02",,,,,Earth,30,,1960,112,112,190,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Glen Hills 10,WI00393,St. Croix County,Local Government,Flood Risk Reduction,Flood Risk Reduction;Recreation;Debris Control,45.0076282,-92.1614844,Wisconsin,St. Croix,Downing,Beaver Creek,"Wisconsin, Congressional District 07",,,Natural Resources Conservation Service,,Earth,64,870,1970,3845,3845,10,,04/27/2021,2,High,Satisfactory,08/27/2019,Yes,01/01/1994,09/16/2022,https://damsafety.org/wisconsin
H & H Lake Dam,MO10574,LOGAN HUDLEMEYER,Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Recreation",39.41265216,-94.58902238,Missouri,Clay,Smithville,Tr To Owens Branch,"Missouri, Congressional District 06",,,,,Earth,25,,1954,201,201,380,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
S. Jones Lake Dam,MO31486,SYDNEY W. JONES,Private,Recreation,Recreation,36.50619747,-91.32533584,Missouri,Oregon,"Dalton, Ark.",Tr-Diles Creek,"Missouri, Congressional District 08",,,,,Earth,21,,1970,67,67,140,0,06/18/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Lake Bono Del Dam,MO30434,"LAKE BONO DEL,INC.",Private,Recreation,Recreation,38.30958989,-90.57256835,Missouri,Jefferson,Cedar Hill,Tr To Belew Creek,"Missouri, Congressional District 03",,,,,Earth,27,,1954,58,58,60,0,11/25/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Shook Lake Dam,MS04503,PATRICK SHOOK,Private,Recreation,Recreation,34.10393,-88.61638889,Mississippi,Lee,,Unt of Town Creek,"Mississippi, Congressional District 01",,,,,Earth,16,415,,115,115,0.1,,05/11/2023,5,High,Unsatisfactory,02/22/2022,No,,05/31/2023,https://damsafety.org/mississippi
Caney Creek Wid Site 6,AR00423,Caney Creek Watershed Improvement District,Local Government,Flood Risk Reduction,Flood Risk Reduction,35.218611111,-90.7725,Arkansas,Cross,Wynne,Turkey Creek-Tr,"Arkansas, Congressional District 01",,,Natural Resources Conservation Service,,Earth,25,634,1959,342,342,0.4,,08/25/2016,1,High,Satisfactory,08/25/2016,Yes,12/16/2014,01/29/2025,https://damsafety.org/arkansas
Twin Falls Auxiliary Dike,MI00143,Wisconsin Electric Power Company,Public Utility,Hydroelectric,Hydroelectric;Recreation,45.8745,-88.0755,Wisconsin,Florence,,Menominee River               ,"Wisconsin, Congressional District 07",,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,Gravity,30,,1912,9750,9750,,,07/07/2026,1,High,Satisfactory,08/25/2026,Yes,01/27/2025,08/26/2026,https://www.ferc.gov/dam-safety-and-inspections
Lower Dresser No. 4 Dam,MO31123,MI DRILLING FLUIDS COMPA,Private,Other,Other,38.0182107,-90.67853945,Missouri,Washington,Tiff,Tributar To Mill Creek,"Missouri, Congressional District 03",,,,,Earth,31,1010,1975,116,116,600,0,03/26/1979,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Palmer Farms Lake Dam,MO10957,PALMER FARMS,Private,Other,Other,38.95712455,-90.81817393,Missouri,Lincoln,Ethlyn,Campbell Br Cuivre River,"Missouri, Congressional District 06",,,,,Earth,25,,1970,120,120,230,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Oakridge Estates Lake Dam,MO11033,HFS CORPORATION,Private,Recreation,Recreation,38.78260026,-90.66742848,Missouri,St. Charles,St. Peters,Trib-Dardenne Creek,"Missouri, Congressional District 03",,,,,Earth,27,,1964,87,87,210,0,04/24/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Jefferson Park Watershed Site 5,IA02348,City of Ottumwa,Local Government,Flood Risk Reduction,Flood Risk Reduction;Recreation,40.9748,-92.4209,Iowa,Wapello,Ottumwa,Tr-Des Moines River,"Iowa, Congressional District 03",,,,,Earth,43,930,1985,228,228,0.36,0,06/27/2023,2,High,Satisfactory,06/29/2023,Yes,07/31/2023,03/06/2025,https://damsafety.org/iowa
Hillsboro,WI00320,City Of Hillsboro,Local Government,Recreation,Recreation,43.6486545,-90.3374513,Wisconsin,Vernon,Hillsboro,West Branch Baraboo R.,"Wisconsin, Congressional District 03",,,,,Gravity,25,500,1854,430,430,39.1,,11/09/2020,2,High,Satisfactory,04/13/2021,Yes,02/02/2021,09/16/2022,https://damsafety.org/wisconsin
St. George Dam,TN03506,Fairfield Glade Community Club,Private,Recreation,Recreation,35.985833,-84.91,Tennessee,Cumberland,Crab Orachard,Bagwell Branch,"Tennessee, Congressional District 06",,,,,Earth,58,842,1965,2497,2497,2.49,,12/22/2025,1,High,Satisfactory,12/22/2025,Yes,04/18/2023,01/28/2026,https://damsafety.org/tennessee
Country Commons Park Basin Dam,IL55103,NAPERVILLE PARK DISTRICT,Local Government,Flood Risk Reduction,Flood Risk Reduction,41.77681,-88.13407,Illinois,DuPage,Naperville,Steeple Run,"Illinois, Congressional District 11",,,,,Earth,8,1050,2004,54,54,,0,12/11/2025,1,High,Not Available,,Yes,05/24/2012,03/10/2026,https://damsafety.org/illinois
Pillager Main Dam,MN00608,"Allete, Inc.",Private,Hydroelectric,Hydroelectric,46.315761,-94.484768,Minnesota,Cass,Pillager                                          ,Crow Wing                     ,"Minnesota, Congressional District 08",,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,Gravity,22,903,1917,4853,4853,3230,,08/05/2025,1,High,Fair,08/25/2026,Yes,12/15/2025,08/26/2026,https://www.ferc.gov/dam-safety-and-inspections
Forester Lake Dam,MO31317,HOMER J FORESTER,Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Recreation",38.20820694,-91.47185062,Missouri,Crawford,Noser Mill,Tr-Hamby Br Bourbeuse River,"Missouri, Congressional District 03",,,,,Earth,30,,1965,80,80,110,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Maple River Dam,ND01031,Cass County Joint WRB,Local Government,Flood Risk Reduction,Flood Risk Reduction,46.68582,-97.45368,North Dakota,Cass,Durbin,Maple River,"North Dakota, Congressional District 00",,,,,Earth,89,2300,2006,103200,103200,901,,10/08/2020,,High,Satisfactory,02/02/2023,Yes,02/14/2013,02/16/2023,https://damsafety.org/north-dakota
Bogue WS Str Y-30-095 Dam,MS01659,,Local Government,Flood Risk Reduction,Flood Risk Reduction,33.60802017,-89.73840801,Mississippi,Montgomery, Duck Hill,,"Mississippi, Congressional District 02",,,Natural Resources Conservation Service,,Earth,21,,1960,1009,1009,3.06,,09/02/2021,,High,Unsatisfactory,09/02/2021,Yes,07/20/2020,05/31/2023,https://damsafety.org/mississippi
Zeman Lake Dam,MO30443,MR. EUGENE ZEMAN,Private,Recreation,Recreation,38.4318317,-90.6859443,Missouri,Jefferson,Eureka,Tr To La Barque Creek,"Missouri, Congressional District 03",,,,,Earth,34,,1966,91,91,100,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Heron Lake Dam Upper,MO10916,CLAYTON COMMODITY SERVIC,Private,Irrigation,Irrigation;Recreation,38.9256465,-91.35165501,Missouri,Montgomery,Truxton,Tr-Bear Creek,"Missouri, Congressional District 03",,,,,Earth,16,,1963,94,94,100,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Grisham Lake Dam,MO31574,G.E. GRISHAM,Private,Recreation,Recreation,36.74591315,-91.89831326,Missouri,Howell,West Plains,Tr-Howell Creek,"Missouri, Congressional District 08",,,,,Earth,25,,1964,201,201,157,0,06/19/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Edmunds Lake Dam,MO11853,TOM D EDMUNDS,Private,Debris Control,Debris Control;Recreation,38.83790813,-93.69595451,Missouri,Johnson,Sweet Springs,Tr-Ham Br Blackwater River,"Missouri, Congressional District 04",,,,,Earth,25,,1976,40,40,24,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Willow,WI00774,Wisconsin Valley Improvement Company,Public Utility,Hydroelectric,Hydroelectric;Flood Risk Reduction,45.7124,-89.8447,Wisconsin,Oneida,Tomahawk                                          ,Tomahawk River                ,"Wisconsin, Congressional District 07",,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,Gravity,35,1072,1927,67126,67126,310,,07/29/2026,1,High,Satisfactory,08/25/2026,Yes,12/17/2025,08/26/2026,https://www.ferc.gov/dam-safety-and-inspections
Pikes Peak Flood Control Dam,IA02061,City of McGregor,Local Government,Flood Risk Reduction,Flood Risk Reduction,43.0097,-91.1844,Iowa,Clayton,Mc Gregor,Tr-Mississippi River,"Iowa, Congressional District 02",,,,,Earth,49,360,1938,106,106,0.58,0,05/05/2023,2,High,Satisfactory,06/01/2023,Yes,07/20/2023,03/06/2025,https://damsafety.org/iowa
Johnson Lake Dam,MO10650,E.C. JOHNSON CORP.,Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Recreation",39.37602527,-93.48860148,Missouri,Carroll,Carrolton,Offstream Standley Branch,"Missouri, Congressional District 06",,,,,Earth,25,,1955,94,94,32,0,07/01/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Lauderdale Lakes,WI00212,Lauderdale Lakes Lake Management District,Local Government,Recreation,Recreation,42.7656224,-88.5568058,Wisconsin,Walworth,Troy,Honey Creek,"Wisconsin, Congressional District 01",,,,,Gravity,14,425,1840,7200,7200,12,,06/16/2022,2,High,Fair,07/12/2022,Yes,01/01/2016,09/16/2022,https://damsafety.org/wisconsin
Franklin Reservoir Dam,TN18721,City Of Franklin,Local Government,,,35.903611,-86.853889,Tennessee,Williamson,Franklin,Harpeth River (Pumped),"Tennessee, Congressional District 07",,,,,Earth,15,4340,1950,395,395,0.05,,01/21/2025,1,High,Satisfactory,01/21/2025,Yes,,06/09/2025,https://damsafety.org/tennessee
Norris City Reservoir Dam,IL00581,CITY OF NORRIS CITY,Local Government,Water Supply,Water Supply,37.97833,-88.31474,Illinois,White,Norris City,Indian Creek,"Illinois, Congressional District 12",,,,,Earth,20,800,1937,428,428,0.6,0,05/19/2026,1,High,Not Available,,Yes,03/04/1985,06/01/2026,https://damsafety.org/illinois
Cameron City Reservoir #1 Dam,MO10042,CITY OF CAMERON,Local Government,Water Supply,Water Supply;Recreation,39.76286966,-94.26124821,Missouri,DeKalb,Cameron,Tributary To Grindstone Creek,"Missouri, Congressional District 06",,,,,Earth,36,550,1925,630,630,1.61,,03/01/2023,3,High,Satisfactory,12/19/2007,Yes,08/23/2011,05/03/2023,https://damsafety.org/missouri
Battle Creek,MN01014,WD of Ramsey- Washington Metro,Local Government,Flood Risk Reduction,Flood Risk Reduction,44.94491,-93.00392,Minnesota,Ramsey,St. Paul,Battle Creek,"Minnesota, Congressional District 04",,,,,Earth,30,1530,1982,340,340,4,,06/06/2024,,High,,,Yes,03/01/2018,01/08/2025,https://damsafety.org/minnesota
Upper Beaver Dam,WI00119,City Of Beaver Dam,Local Government,Recreation,Recreation,43.4543529,-88.8433158,Wisconsin,Dodge,Beaver Dam,Beaver Dam River,"Wisconsin, Congressional District 06",,,,,Earth,20,100,1840,57000,57000,157,,09/20/2021,2,High,Satisfactory,11/08/2021,Yes,09/12/2022,09/16/2022,https://damsafety.org/wisconsin
Garms Lake Dam,MO31218,I.A. GARMS & SONS CO,Private,Recreation,Recreation,37.36534134,-89.59600072,Missouri,Cape Girardeau,Cape Giraredau,Tr-Cape La Croix,"Missouri, Congressional District 08",,,,,Earth,32,,1968,103,103,22,0,10/30/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Trautman Lake Dam,IL01153,J. M. TRAUTMAN,Private,Recreation,Recreation,40.22596,-88.37857,Illinois,Champaign,Mahomet,Trib Sangamon River,"Illinois, Congressional District 15",,,,,Earth,20,870,1965,112,112,,0,09/08/2025,1,High,Not Available,,No,,01/09/2026,https://damsafety.org/illinois
Collins #2 Dam,TN03712,"Wright, Amanda Snyder",Private,,,36.142222,-86.978611,Tennessee,Davidson,Dozier Hollow,Trib-Indian Creek,"Tennessee, Congressional District 07",,,,,Earth,25,240,1955,60,60,0.22,,03/27/2024,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Hill and Dale Dam East,MO31413,CHARLES BROWN,Private,Recreation,Recreation;Water Supply,37.05775972,-90.99533776,Missouri,Carter,Van Buren,Tr-Pine Valley Creek,"Missouri, Congressional District 08",,,,,Earth,22,,1950,118,118,6403,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Sylvan Main Dam,MN00601,"Allete, Inc.",Private,Hydroelectric,Hydroelectric;Recreation,46.3049,-94.378,Minnesota,Cass,Little Falls                                      ,Crow Wing                     ,"Minnesota, Congressional District 08",,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,Gravity,35,1154,1913,9216,,3575,,08/05/2025,1,High,Fair,08/25/2026,Yes,12/15/2025,08/26/2026,https://www.ferc.gov/dam-safety-and-inspections
River Cement Company Dam,MO30420,"RIVER CEMENT CO,SELMA PL",Private,Other,Other,38.17568658,-90.33627894,Missouri,Jefferson,Crystal City,Tributary To Mississippi Riv.,"Missouri, Congressional District 08",,,,,Earth,57,605,1965,595,595,0.41,,09/01/2022,2,High,Satisfactory,12/21/2007,Yes,07/24/2015,05/03/2023,https://damsafety.org/missouri
Sibley Lake Dam,LA00027,City of Natchitoches,Local Government,Water Supply,Water Supply,31.75611,-93.1093,Louisiana,Natchitoches,Natchitoches          ,Youngs Bayou,"Louisiana, Congressional District 06",,,,,Earth,36,6045,1962,56700,56700,40,,07/10/2023,1,High,Fair,07/10/2023,Yes,12/08/2009,06/25/2025,https://damsafety.org/louisiana
Lost Creek B-2,MO20730,LOST CREEK WATERSHED S.D,Local Government,Flood Risk Reduction,Flood Risk Reduction,36.87761488,-94.49591587,Missouri,Newton,Racine,Lost Creek,"Missouri, Congressional District 07",,,Natural Resources Conservation Service,,Earth,36,1000,1980,121,121,1.51,,01/10/2023,2,High,Satisfactory,02/10/2011,Yes,01/25/2017,05/03/2023,https://damsafety.org/missouri
Leisure Lake Dam,IA00522,Ron Kirchhoff,Private,Recreation,Recreation,42.2324,-90.7708,Iowa,Jackson,Fulton,Lytle Creek,"Iowa, Congressional District 01",,,,,Earth,58,470,1958,2130,2130,4.2,0,10/16/2024,2,High,Fair,10/22/2024,No,,03/06/2025,https://damsafety.org/iowa
Lake Hico Dam,MS01729,ENTERGY,Private,Other,Other,32.35660794,-90.20115741,Mississippi,Hinds,Jackson,Pearl River,"Mississippi, Congressional District 02",,,,,Earth,40,13343,1958,6161,6161,0.95,,01/17/2023,1,High,Satisfactory,08/06/2021,Yes,03/09/2009,05/31/2023,https://damsafety.org/mississippi
Plum Creek 2,WI00382,Pierce County,Local Government,Flood Risk Reduction,Flood Risk Reduction;Debris Control,44.66745,-92.20466,Wisconsin,Pierce,Plum City,Plum Creek,"Wisconsin, Congressional District 03",,,Natural Resources Conservation Service,,Earth,88,820,1973,8460,8460,18,,09/28/2021,2,High,Satisfactory,03/27/2020,Yes,01/01/1997,09/16/2022,https://damsafety.org/wisconsin
New Lewisburg Lake Dam,TN11703,City Of Lewisburg,Local Government,Water Supply,Water Supply;Recreation,35.402778,-86.8375,Tennessee,Marshall,Lewisburg,New Lake Branch,"Tennessee, Congressional District 05",,,,,Earth,34,572,1925,565,565,1.24,,02/06/2026,1,High,Satisfactory,02/06/2026,Yes,02/27/2026,08/05/2026,https://damsafety.org/tennessee
Pohl-Harner Lake Dam,MO20110,MRS HARNER+MRS J POHL,Private,Recreation,Recreation,38.01888889,-94.45833333,Missouri,Vernon,Arthur,Tr To Pryor Creek,"Missouri, Congressional District 04",,,,,Earth,15,,1940,80,80,80,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Bell-Settle Lake Dam,MO30480,ROBERT CARR,Private,Other,Other;Recreation,37.95337884,-90.77763714,Missouri,Washington,Potosi,Tr-Mine A Breton Creek,"Missouri, Congressional District 03",,,,,Earth,33,,1950,230,230,170,0,01/21/1981,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Fish Lake,MN00614,"Allete, Inc.",Private,Hydroelectric,Hydroelectric;Recreation,46.9567,-92.2783,Minnesota,St. Louis,Cloquet                                           ,Beaver River                  ,"Minnesota, Congressional District 08",,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,Gravity,25,760,1911,41728,41728,47,,05/14/2026,1,High,Satisfactory,08/25/2026,Yes,12/15/2025,08/26/2026,https://www.ferc.gov/dam-safety-and-inspections
